CustomerID,Age,AnnualIncome,PurchaseFrequency,AvgOrderValue,TotalSpend,RecencyDays,TenureMonths,DiscountAffinity,NumReturns,SatisfactionScore,Gender,Region,PreferredCategory,PreferredChannel,Segment,SegmentName
CUST00447,18,31339.8,17,31.73,539.42,24,13,0.773,0,4,Female,West,Beauty,In-Store,1,Young Trend Seekers
CUST00448,31,69473.89,2,45.85,91.71,35,32,0.31,1,2,Male,East,Beauty,In-Store,3,At-Risk / Occasional
CUST00449,35,111684.21,16,130.06,2080.93,29,64,0.349,2,4,Male,East,Electronics,In-Store,0,High-Value Loyalists
CUST00450,51,31854.63,5,32.01,160.04,32,15,0.595,2,3,Female,South,Books,In-Store,2,Budget Shoppers
CUST00451,32,42192.8,2,10.77,21.54,45,27,0.503,0,2,Female,West,Groceries,Online,3,At-Risk / Occasional
CUST00452,28,34508.49,2,52.71,105.43,134,22,0.429,0,4,Male,East,Toys,In-Store,3,At-Risk / Occasional
CUST00453,26,136180.97,18,180.86,3255.4,9,87,0.062,0,3,Male,South,Sports,In-Store,0,High-Value Loyalists
CUST00454,20,55770.64,24,13.86,332.61,3,19,0.488,1,2,Male,Central,Fashion,Mobile App,1,Young Trend Seekers
CUST00455,40,42741.76,5,18.9,94.51,4,25,1.0,0,3,Female,East,Books,In-Store,2,Budget Shoppers
CUST00456,52,82012.47,26,102.37,2661.68,16,61,0.339,1,4,Female,South,Electronics,Online,0,High-Value Loyalists
CUST00457,43,42430.85,8,42.29,338.3,23,16,0.292,0,4,Male,East,Books,Online,2,Budget Shoppers
CUST00458,47,106986.28,28,113.9,3189.17,20,47,0.241,4,4,Male,South,Electronics,Online,0,High-Value Loyalists
CUST00459,59,38701.1,7,29.4,205.77,47,35,0.799,2,4,Male,North,Groceries,In-Store,2,Budget Shoppers
CUST00460,54,29944.6,6,37.49,224.95,54,1,0.878,0,2,Female,North,Groceries,In-Store,2,Budget Shoppers
CUST00461,27,41537.56,5,41.59,207.96,27,12,0.611,1,2,Male,North,Groceries,Mobile App,1,Young Trend Seekers
CUST00462,63,68831.76,2,67.16,134.32,26,41,0.667,1,3,Female,Central,Books,Online,2,Budget Shoppers
CUST00463,73,70142.69,1,53.73,53.73,49,1,0.253,0,3,Male,North,Fashion,Online,3,At-Risk / Occasional
CUST00464,45,74811.63,2,22.88,45.77,73,6,0.175,0,2,Male,North,Home & Garden,In-Store,3,At-Risk / Occasional
CUST00465,22,30512.2,15,39.11,586.72,13,27,1.0,1,4,Female,East,Electronics,In-Store,1,Young Trend Seekers
CUST00466,45,90259.41,25,168.77,4219.17,23,96,0.411,3,3,Male,Central,Fashion,Online,0,High-Value Loyalists
CUST00467,40,118154.34,18,190.14,3422.56,3,94,0.04,1,4,Male,South,Sports,In-Store,0,High-Value Loyalists
CUST00468,25,34628.88,23,28.9,664.71,20,22,0.339,1,3,Female,South,Electronics,Mobile App,1,Young Trend Seekers
CUST00469,30,52439.26,2,28.39,56.78,5,48,0.654,0,2,Female,North,Groceries,Mobile App,2,Budget Shoppers
CUST00470,26,42481.2,12,23.52,282.2,68,26,0.372,2,3,Female,South,Beauty,Mobile App,1,Young Trend Seekers
CUST00471,47,41157.04,4,19.06,76.23,44,53,0.512,1,2,Female,Central,Home & Garden,In-Store,2,Budget Shoppers
CUST00472,25,50137.82,17,46.68,793.51,52,19,1.0,2,3,Male,Central,Fashion,Mobile App,1,Young Trend Seekers
CUST00473,47,26359.76,6,17.64,105.86,15,17,0.565,0,4,Female,North,Home & Garden,Mobile App,2,Budget Shoppers
CUST00474,26,21212.3,15,18.02,270.24,35,1,0.325,1,3,Male,West,Fashion,Mobile App,1,Young Trend Seekers
CUST00475,67,46999.4,3,52.49,157.47,174,36,0.337,1,2,Male,South,Books,Online,3,At-Risk / Occasional
CUST00476,22,41772.06,21,47.39,995.26,8,14,0.426,2,3,Male,Central,Beauty,Mobile App,1,Young Trend Seekers
CUST00477,40,47166.38,3,21.82,65.47,73,54,0.801,1,2,Male,West,Groceries,Mobile App,2,Budget Shoppers
CUST00478,19,77681.97,1,77.77,77.77,8,30,0.119,0,3,Female,North,Groceries,Online,3,At-Risk / Occasional
CUST00479,19,33311.53,21,28.58,600.2,1,8,0.392,1,4,Female,North,Beauty,Online,1,Young Trend Seekers
CUST00480,40,42477.06,2,46.82,93.65,78,34,0.513,0,3,Other,Central,Sports,Mobile App,3,At-Risk / Occasional
CUST00481,44,62343.95,1,24.56,24.56,31,1,0.218,0,3,Female,South,Groceries,In-Store,3,At-Risk / Occasional
CUST00482,56,91675.82,1,52.84,52.84,196,11,0.302,0,1,Male,West,Toys,In-Store,3,At-Risk / Occasional
CUST00483,44,93384.0,21,73.45,1542.46,10,54,0.103,3,5,Female,Central,Sports,In-Store,0,High-Value Loyalists
CUST00484,32,66205.56,1,38.24,38.24,85,8,0.405,0,1,Male,Central,Toys,Online,3,At-Risk / Occasional
CUST00485,31,15000.0,2,79.51,159.03,73,22,0.363,0,3,Female,South,Groceries,Online,3,At-Risk / Occasional
CUST00486,22,28490.36,20,40.48,809.54,4,1,0.409,1,3,Other,East,Beauty,Online,1,Young Trend Seekers
CUST00487,52,41732.93,5,41.08,205.39,32,44,0.598,0,2,Female,West,Home & Garden,Online,2,Budget Shoppers
CUST00488,41,94652.74,33,195.61,6455.24,14,86,0.201,3,3,Male,West,Fashion,Online,0,High-Value Loyalists
CUST00489,18,45647.5,14,31.88,446.37,26,23,0.376,2,3,Female,South,Fashion,Mobile App,1,Young Trend Seekers
CUST00490,25,17347.07,11,27.7,304.69,6,1,0.56,0,4,Male,North,Fashion,Mobile App,1,Young Trend Seekers
CUST00491,42,122803.51,26,50.47,1312.18,14,56,0.203,4,4,Female,East,Fashion,Mobile App,0,High-Value Loyalists
CUST00492,22,73403.85,2,40.32,80.64,224,1,0.626,0,1,Male,North,Home & Garden,Online,3,At-Risk / Occasional
CUST00493,53,34358.06,5,25.0,124.98,23,29,0.395,1,3,Female,Central,Groceries,In-Store,2,Budget Shoppers
CUST00494,61,69840.87,12,40.83,489.93,17,3,0.778,0,5,Male,Central,Home & Garden,In-Store,2,Budget Shoppers
CUST00495,68,112910.76,22,125.53,2761.65,19,63,0.0,2,3,Female,North,Electronics,Online,0,High-Value Loyalists
CUST00496,52,90157.26,22,87.52,1925.5,1,51,0.406,1,4,Male,West,Sports,In-Store,0,High-Value Loyalists
CUST00497,18,59216.39,2,40.71,81.42,21,1,0.246,0,2,Male,Central,Home & Garden,In-Store,3,At-Risk / Occasional
CUST00498,40,45763.7,5,26.38,131.92,53,54,0.793,0,4,Female,East,Home & Garden,In-Store,2,Budget Shoppers
CUST00499,19,48648.59,18,29.65,533.78,1,19,0.865,0,3,Female,South,Fashion,Online,1,Young Trend Seekers
CUST00500,26,40076.19,18,44.98,809.66,1,9,0.386,1,4,Male,South,Beauty,Online,1,Young Trend Seekers
CUST00501,35,80887.05,3,19.29,57.86,107,1,0.414,0,3,Male,Central,Beauty,Online,3,At-Risk / Occasional
CUST00502,32,55222.57,2,49.2,98.4,48,31,0.331,0,3,Female,North,Groceries,In-Store,3,At-Risk / Occasional
CUST00503,31,106739.19,27,171.88,4640.72,4,92,0.059,4,3,Male,East,Fashion,Mobile App,0,High-Value Loyalists
CUST00504,18,54648.23,14,42.06,588.9,13,4,0.633,1,3,Female,East,Fashion,Mobile App,1,Young Trend Seekers
CUST00505,46,72218.06,2,79.28,158.56,164,23,0.0,0,3,Female,Central,Books,Online,3,At-Risk / Occasional
CUST00506,58,53963.14,4,33.01,132.03,6,54,0.696,1,2,Male,South,Groceries,In-Store,2,Budget Shoppers
CUST00507,26,38817.45,12,15.1,181.18,2,5,0.259,1,4,Other,East,Fashion,Mobile App,1,Young Trend Seekers
CUST00508,25,31544.3,18,19.81,356.55,12,10,0.511,0,4,Female,West,Electronics,In-Store,1,Young Trend Seekers
CUST00509,25,31626.55,16,40.94,655.11,5,11,0.473,1,3,Male,East,Beauty,Online,1,Young Trend Seekers
CUST00510,34,49240.42,1,31.99,31.99,57,14,0.557,0,3,Male,West,Sports,Online,3,At-Risk / Occasional
CUST00511,19,72424.45,1,46.75,46.75,52,1,0.811,0,3,Female,South,Books,Online,3,At-Risk / Occasional
CUST00512,50,121205.2,24,201.07,4825.74,5,98,0.151,1,5,Male,South,Fashion,Mobile App,0,High-Value Loyalists
CUST00513,18,35134.97,16,33.7,539.19,6,18,0.228,1,4,Male,East,Electronics,Online,1,Young Trend Seekers
CUST00514,18,31410.09,16,15.92,254.7,7,9,0.35,1,3,Female,North,Beauty,Mobile App,1,Young Trend Seekers
CUST00515,57,56460.66,4,31.84,127.36,32,28,0.675,0,3,Male,Central,Groceries,Mobile App,2,Budget Shoppers
CUST00516,51,48682.0,6,30.51,183.06,50,7,0.5,1,4,Male,West,Groceries,Mobile App,2,Budget Shoppers
CUST00517,38,142485.52,22,97.49,2144.85,13,49,0.208,0,5,Female,South,Fashion,Online,0,High-Value Loyalists
CUST00518,29,51393.61,19,38.11,724.06,5,25,0.496,1,2,Other,South,Fashion,Online,1,Young Trend Seekers
CUST00519,27,47263.15,15,24.69,370.28,1,15,0.283,1,4,Female,East,Fashion,Mobile App,1,Young Trend Seekers
CUST00520,67,47802.21,7,28.68,200.79,13,4,0.622,0,3,Male,East,Groceries,In-Store,2,Budget Shoppers
CUST00521,55,69561.15,2,27.58,55.16,20,55,0.371,0,2,Female,West,Electronics,In-Store,2,Budget Shoppers
CUST00522,37,108776.81,19,114.65,2178.27,17,56,0.193,1,5,Female,West,Electronics,In-Store,0,High-Value Loyalists
CUST00523,21,21842.77,15,48.22,723.33,26,12,0.659,2,2,Male,North,Fashion,In-Store,1,Young Trend Seekers
CUST00524,22,37617.93,12,44.99,539.9,11,11,0.488,1,5,Female,South,Fashion,In-Store,1,Young Trend Seekers
CUST00525,23,65048.46,11,14.7,161.67,1,23,0.498,0,4,Male,Central,Electronics,Mobile App,1,Young Trend Seekers
CUST00526,49,136431.57,18,160.44,2887.93,10,58,0.333,0,5,Male,North,Fashion,Online,0,High-Value Loyalists
CUST00527,50,107996.13,26,157.4,4092.33,1,21,0.316,3,5,Female,Central,Sports,In-Store,0,High-Value Loyalists
CUST00528,40,47098.61,8,23.77,190.15,27,41,0.681,1,2,Female,North,Groceries,Online,2,Budget Shoppers
CUST00529,35,49615.07,3,28.34,85.01,72,69,0.737,0,3,Male,North,Home & Garden,Mobile App,2,Budget Shoppers
CUST00530,23,32049.39,20,40.68,813.58,10,23,0.569,6,3,Male,West,Fashion,Mobile App,1,Young Trend Seekers
CUST00531,30,34537.72,19,33.43,635.1,1,17,0.71,3,4,Female,Central,Beauty,Mobile App,1,Young Trend Seekers
CUST00532,22,36418.9,20,37.62,752.36,4,16,0.495,1,4,Female,Central,Electronics,Online,1,Young Trend Seekers
CUST00533,23,45980.7,17,27.59,469.05,24,27,0.452,0,2,Other,South,Beauty,In-Store,1,Young Trend Seekers
CUST00534,54,54546.6,2,27.4,54.8,138,29,0.299,0,2,Female,South,Beauty,In-Store,3,At-Risk / Occasional
CUST00535,46,60051.47,3,98.61,295.83,105,12,0.249,0,3,Male,West,Groceries,In-Store,3,At-Risk / Occasional
CUST00536,18,25174.06,15,44.8,671.94,1,8,0.561,0,4,Female,East,Fashion,In-Store,1,Young Trend Seekers
CUST00537,29,38680.04,19,28.24,536.47,55,11,0.572,1,4,Male,West,Beauty,Mobile App,1,Young Trend Seekers
CUST00538,30,25229.38,9,29.9,269.12,28,26,0.562,0,3,Female,West,Home & Garden,In-Store,2,Budget Shoppers
CUST00539,63,82786.73,19,121.04,2299.74,14,78,0.157,1,5,Female,East,Sports,In-Store,0,High-Value Loyalists
CUST00540,63,32575.65,15,26.8,401.97,25,29,1.0,1,4,Male,East,Books,In-Store,2,Budget Shoppers
CUST00541,28,31438.59,16,36.1,577.58,2,17,0.446,2,5,Female,East,Fashion,Mobile App,1,Young Trend Seekers
CUST00542,25,70186.5,1,27.83,27.83,162,24,0.429,0,4,Female,West,Fashion,In-Store,3,At-Risk / Occasional
CUST00543,35,51787.1,6,22.25,133.47,50,30,0.793,0,3,Female,North,Home & Garden,In-Store,2,Budget Shoppers
CUST00544,68,40910.37,3,51.12,153.37,102,53,0.363,0,3,Male,East,Toys,In-Store,2,Budget Shoppers
CUST00545,50,69365.64,1,16.52,16.52,36,54,0.426,0,2,Male,West,Sports,In-Store,2,Budget Shoppers
CUST00546,44,108769.73,21,123.56,2594.69,1,74,0.0,0,3,Male,West,Fashion,In-Store,0,High-Value Loyalists
CUST00547,42,49269.53,4,28.45,113.81,66,28,0.812,0,3,Male,East,Home & Garden,Online,2,Budget Shoppers
CUST00548,40,51917.39,3,10.0,30.0,7,25,0.415,0,3,Female,West,Books,In-Store,2,Budget Shoppers
CUST00549,47,47466.36,3,17.2,51.61,21,17,0.531,1,3,Male,East,Books,In-Store,2,Budget Shoppers
CUST00550,46,61892.59,2,21.7,43.39,64,1,0.363,1,3,Female,South,Beauty,In-Store,3,At-Risk / Occasional
CUST00551,39,60514.26,2,98.07,196.15,122,41,0.282,0,2,Male,North,Toys,In-Store,3,At-Risk / Occasional
CUST00552,20,48749.55,17,40.12,681.98,3,13,0.639,3,4,Male,West,Electronics,In-Store,1,Young Trend Seekers
CUST00553,58,15000.0,2,87.38,174.77,13,1,0.284,0,3,Female,Central,Toys,Online,2,Budget Shoppers
CUST00554,31,83522.53,4,26.19,104.78,232,13,0.352,2,2,Female,South,Toys,Online,3,At-Risk / Occasional
CUST00555,26,31154.37,21,29.9,627.8,6,13,0.451,1,4,Female,South,Beauty,Mobile App,1,Young Trend Seekers
CUST00556,33,92503.31,25,180.29,4507.3,9,60,0.038,0,3,Female,West,Fashion,In-Store,0,High-Value Loyalists
CUST00557,35,44781.36,8,26.11,208.88,37,32,0.709,1,2,Male,South,Groceries,In-Store,2,Budget Shoppers
CUST00558,53,33138.3,4,41.05,164.2,9,19,0.78,3,4,Female,South,Home & Garden,Online,2,Budget Shoppers
CUST00559,61,54557.84,1,38.51,38.51,99,29,0.309,0,3,Female,South,Beauty,In-Store,3,At-Risk / Occasional
CUST00560,53,72307.0,1,26.45,26.45,139,43,0.607,0,2,Male,South,Home & Garden,Online,3,At-Risk / Occasional
CUST00561,56,42359.51,1,65.21,65.21,6,11,0.349,0,2,Female,East,Beauty,In-Store,2,Budget Shoppers
CUST00562,42,44878.3,8,28.49,227.89,1,58,0.467,1,3,Female,Central,Groceries,In-Store,2,Budget Shoppers
CUST00563,48,36932.94,5,20.75,103.76,4,31,0.876,0,4,Male,Central,Books,In-Store,2,Budget Shoppers
CUST00564,39,50035.06,7,21.06,147.42,122,30,0.362,1,3,Male,North,Groceries,Mobile App,3,At-Risk / Occasional
CUST00565,33,121579.31,27,209.9,5667.3,4,19,0.243,0,3,Male,North,Sports,Mobile App,0,High-Value Loyalists
CUST00566,31,73866.1,1,37.32,37.32,65,6,0.671,0,3,Male,West,Beauty,In-Store,3,At-Risk / Occasional
CUST00567,53,99272.35,18,94.67,1704.12,17,71,0.199,1,3,Female,South,Fashion,In-Store,0,High-Value Loyalists
CUST00568,47,95685.94,21,90.8,1906.77,11,49,0.067,0,4,Female,South,Sports,In-Store,0,High-Value Loyalists
CUST00569,20,24393.78,14,35.91,502.72,3,1,0.786,1,3,Female,Central,Beauty,In-Store,1,Young Trend Seekers
CUST00570,44,82496.04,24,162.51,3900.34,2,57,0.32,3,5,Male,West,Fashion,Online,0,High-Value Loyalists
CUST00571,50,40619.17,2,56.97,113.94,12,25,0.086,0,3,Male,East,Groceries,In-Store,3,At-Risk / Occasional
CUST00572,55,60951.11,6,14.33,86.0,70,20,0.361,0,2,Other,South,Groceries,Mobile App,3,At-Risk / Occasional
CUST00573,43,103304.97,12,147.8,1773.58,1,51,0.188,0,5,Male,West,Electronics,Online,0,High-Value Loyalists
CUST00574,61,44420.72,3,79.89,239.66,232,31,0.225,0,4,Female,Central,Electronics,Online,3,At-Risk / Occasional
CUST00575,25,27430.88,14,43.54,609.58,1,22,0.606,0,4,Female,North,Fashion,Online,1,Young Trend Seekers
CUST00576,25,20064.37,27,51.72,1396.5,3,17,0.614,2,1,Female,Central,Fashion,Mobile App,1,Young Trend Seekers
CUST00577,72,35755.76,5,35.05,175.24,46,38,0.75,0,3,Male,Central,Groceries,In-Store,2,Budget Shoppers
CUST00578,27,22456.9,18,31.23,562.1,12,9,0.876,2,4,Male,West,Fashion,In-Store,1,Young Trend Seekers
CUST00579,38,127844.15,21,110.61,2322.88,3,79,0.266,5,5,Female,South,Electronics,In-Store,0,High-Value Loyalists
CUST00580,56,35608.77,3,28.51,85.52,16,25,0.879,1,3,Male,Central,Groceries,Online,2,Budget Shoppers
CUST00581,43,90376.09,29,52.22,1514.49,6,59,0.079,5,5,Female,West,Fashion,In-Store,0,High-Value Loyalists
CUST00582,32,51940.14,22,53.16,1169.6,69,22,0.603,1,3,Male,South,Fashion,Mobile App,1,Young Trend Seekers
CUST00583,43,93032.24,17,173.35,2947.02,2,74,0.437,3,4,Male,South,Sports,Mobile App,0,High-Value Loyalists
CUST00584,34,119391.99,16,126.25,2020.0,14,62,0.158,1,3,Female,East,Fashion,Online,0,High-Value Loyalists
CUST00585,41,57386.76,2,72.84,145.68,84,14,0.456,1,2,Female,Central,Home & Garden,In-Store,3,At-Risk / Occasional
CUST00586,26,39293.93,5,10.75,53.74,15,24,0.726,0,4,Male,Central,Home & Garden,Online,2,Budget Shoppers
CUST00587,44,46777.8,7,27.07,189.47,5,33,0.72,0,3,Female,Central,Groceries,In-Store,2,Budget Shoppers
CUST00588,57,35105.07,5,29.14,145.68,1,21,0.5,0,3,Female,Central,Books,In-Store,2,Budget Shoppers
CUST00589,47,39528.8,4,19.97,79.86,1,31,0.766,1,3,Female,Central,Groceries,In-Store,2,Budget Shoppers
CUST00590,36,62168.34,5,26.84,134.19,20,35,0.587,1,3,Female,East,Home & Garden,In-Store,2,Budget Shoppers
CUST00591,69,42746.88,7,27.25,190.78,37,36,0.677,0,3,Female,East,Groceries,In-Store,2,Budget Shoppers
CUST00592,29,83881.5,4,38.86,155.42,224,44,0.727,0,2,Male,South,Sports,Online,3,At-Risk / Occasional
CUST00593,55,54822.47,6,37.34,224.03,54,53,0.825,2,3,Female,Central,Home & Garden,Mobile App,2,Budget Shoppers
CUST00594,53,99607.05,24,178.38,4281.07,1,46,0.253,3,5,Male,North,Electronics,In-Store,0,High-Value Loyalists
CUST00595,31,41310.49,16,22.63,362.11,16,11,0.548,2,3,Male,Central,Fashion,In-Store,1,Young Trend Seekers
CUST00596,25,175881.3,26,79.83,2075.58,4,64,0.328,3,4,Female,East,Sports,In-Store,0,High-Value Loyalists
CUST00597,24,37733.02,3,41.52,124.55,74,1,0.436,1,2,Male,North,Toys,Online,3,At-Risk / Occasional
CUST00598,34,49858.83,8,20.26,162.06,18,32,0.663,0,3,Male,South,Home & Garden,In-Store,2,Budget Shoppers
CUST00599,46,56451.1,6,15.84,95.05,180,19,0.805,0,3,Female,South,Home & Garden,Mobile App,3,At-Risk / Occasional
CUST00600,32,30934.26,6,31.47,188.81,67,18,0.93,0,3,Male,North,Groceries,Online,2,Budget Shoppers
CUST00601,51,38685.14,6,20.53,123.21,2,28,0.419,2,3,Female,West,Home & Garden,In-Store,2,Budget Shoppers
CUST00602,54,34670.37,9,26.46,238.1,57,45,0.558,0,3,Female,North,Home & Garden,Online,2,Budget Shoppers
CUST00603,41,45751.86,9,23.67,213.01,53,28,0.654,1,4,Female,North,Books,Mobile App,2,Budget Shoppers
CUST00604,39,37817.52,5,33.03,165.17,35,34,0.735,0,3,Female,South,Home & Garden,In-Store,2,Budget Shoppers
CUST00605,53,53807.48,7,31.55,220.87,1,18,0.766,1,4,Male,North,Home & Garden,Mobile App,2,Budget Shoppers
CUST00606,58,95478.75,19,95.16,1808.12,1,25,0.15,1,5,Female,South,Fashion,Mobile App,0,High-Value Loyalists
CUST00607,64,40309.47,5,36.75,183.73,105,13,0.749,0,3,Female,South,Books,Online,2,Budget Shoppers
CUST00608,48,150638.06,18,140.62,2531.09,2,27,0.195,0,4,Male,West,Electronics,Mobile App,0,High-Value Loyalists
CUST00609,48,47545.77,1,14.49,14.49,365,64,0.791,0,3,Male,West,Groceries,In-Store,3,At-Risk / Occasional
CUST00610,26,43702.71,1,92.77,92.77,43,45,0.569,0,2,Male,Central,Fashion,In-Store,3,At-Risk / Occasional
CUST00611,57,49079.79,1,29.96,29.96,10,49,0.699,0,2,Male,South,Groceries,In-Store,2,Budget Shoppers
CUST00612,60,78011.83,2,10.0,20.0,365,9,0.315,1,3,Male,North,Groceries,In-Store,3,At-Risk / Occasional
CUST00613,25,67636.55,4,83.82,335.3,10,21,0.087,0,3,Female,East,Books,Online,3,At-Risk / Occasional
CUST00614,38,35609.86,7,35.96,251.73,38,44,0.452,1,4,Male,North,Home & Garden,In-Store,2,Budget Shoppers
CUST00615,18,64300.83,19,23.41,444.83,4,23,0.693,0,4,Male,East,Beauty,Online,1,Young Trend Seekers
CUST00616,22,30398.68,16,40.58,649.23,5,6,0.595,0,4,Male,Central,Fashion,Mobile App,1,Young Trend Seekers
CUST00617,38,34805.52,11,18.96,208.61,19,60,0.369,0,3,Female,North,Home & Garden,Mobile App,2,Budget Shoppers
CUST00618,52,55911.06,6,24.84,149.04,2,34,0.707,0,3,Other,East,Home & Garden,In-Store,2,Budget Shoppers
CUST00619,21,32919.67,15,11.8,177.05,8,25,0.502,2,2,Male,South,Beauty,Mobile App,1,Young Trend Seekers
CUST00620,24,56091.97,4,41.2,164.82,174,4,0.52,0,3,Male,West,Groceries,Online,3,At-Risk / Occasional
CUST00621,29,45612.9,5,12.57,62.84,67,21,0.773,0,5,Male,Central,Home & Garden,In-Store,2,Budget Shoppers
CUST00622,43,54202.25,3,32.47,97.41,90,23,0.624,0,4,Male,Central,Groceries,Online,2,Budget Shoppers
CUST00623,44,109516.08,19,102.26,1942.88,1,87,0.193,3,4,Male,Central,Fashion,In-Store,0,High-Value Loyalists
CUST00624,39,96146.65,26,100.5,2612.92,7,28,0.211,3,4,Male,Central,Fashion,Mobile App,0,High-Value Loyalists
CUST00625,18,80391.84,3,62.94,188.82,110,28,0.317,0,3,Male,South,Groceries,Mobile App,3,At-Risk / Occasional
CUST00626,35,109598.49,18,171.25,3082.58,4,61,0.185,0,5,Male,South,Sports,Mobile App,0,High-Value Loyalists
CUST00627,35,108812.65,27,133.56,3606.1,6,46,0.132,1,4,Male,East,Fashion,In-Store,0,High-Value Loyalists
CUST00628,36,52305.22,2,55.77,111.54,55,1,0.695,0,3,Other,North,Electronics,Online,2,Budget Shoppers
CUST00629,52,61882.17,6,16.83,100.99,8,35,0.668,1,3,Male,East,Groceries,Mobile App,2,Budget Shoppers
CUST00630,43,24205.98,6,42.78,256.7,1,47,0.83,0,2,Male,Central,Home & Garden,Online,2,Budget Shoppers
CUST00631,20,62951.69,2,24.86,49.71,27,51,0.564,0,2,Male,East,Beauty,In-Store,3,At-Risk / Occasional
CUST00632,25,31114.16,13,48.9,635.74,23,12,0.407,1,4,Male,East,Beauty,Online,1,Young Trend Seekers
CUST00633,44,29060.17,1,55.73,55.73,34,41,0.489,0,2,Female,West,Groceries,In-Store,2,Budget Shoppers
CUST00634,42,74278.37,2,88.13,176.25,5,13,0.311,0,2,Male,East,Sports,Online,3,At-Risk / Occasional
CUST00635,66,42930.34,8,14.27,114.17,3,23,0.668,0,3,Male,East,Home & Garden,In-Store,2,Budget Shoppers
CUST00636,38,154215.06,15,144.97,2174.61,4,79,0.219,3,4,Male,West,Fashion,Online,0,High-Value Loyalists
CUST00637,29,41238.6,1,61.16,61.16,314,19,0.137,0,3,Male,North,Sports,Online,3,At-Risk / Occasional
CUST00638,26,51020.44,9,23.61,212.5,2,26,0.69,1,2,Female,West,Home & Garden,Online,1,Young Trend Seekers
CUST00639,56,28839.94,7,26.71,186.95,122,26,0.869,0,4,Male,North,Home & Garden,In-Store,2,Budget Shoppers
CUST00640,55,154233.9,21,147.49,3097.23,3,54,0.189,4,4,Female,South,Fashion,Online,0,High-Value Loyalists
CUST00641,35,52975.44,8,35.9,287.21,50,18,0.63,2,3,Female,South,Groceries,In-Store,1,Young Trend Seekers
CUST00642,41,143074.7,21,114.18,2397.83,2,39,0.173,2,3,Male,North,Sports,In-Store,0,High-Value Loyalists
CUST00643,39,22046.53,2,26.84,53.67,30,25,0.851,0,4,Female,South,Groceries,Online,2,Budget Shoppers
CUST00644,51,115335.1,21,179.0,3759.03,23,51,0.116,3,4,Female,South,Electronics,In-Store,0,High-Value Loyalists
CUST00645,38,31513.18,7,24.12,168.86,32,32,0.742,0,3,Female,East,Groceries,Online,2,Budget Shoppers
CUST00646,18,27710.69,22,33.78,743.22,11,10,0.491,1,4,Male,South,Beauty,In-Store,1,Young Trend Seekers
CUST00647,33,83573.21,4,47.64,190.54,40,22,0.178,0,3,Female,Central,Books,In-Store,3,At-Risk / Occasional
CUST00648,43,21279.27,1,80.33,80.33,11,33,0.435,0,2,Female,West,Beauty,Online,2,Budget Shoppers
CUST00649,40,37789.56,3,42.7,128.09,102,1,0.369,0,4,Male,East,Electronics,In-Store,3,At-Risk / Occasional
CUST00650,40,91349.24,20,115.56,2311.27,5,52,0.236,1,3,Male,West,Electronics,Online,0,High-Value Loyalists
CUST00651,65,40258.36,7,32.48,227.34,53,47,0.994,1,2,Female,West,Groceries,In-Store,2,Budget Shoppers
CUST00652,20,73246.01,2,34.06,68.11,28,1,0.32,0,3,Female,East,Beauty,Online,3,At-Risk / Occasional
CUST00653,46,65248.73,1,76.12,76.12,164,24,0.506,0,2,Male,East,Groceries,Mobile App,3,At-Risk / Occasional
CUST00654,31,69796.76,2,38.6,77.2,56,45,0.392,0,3,Male,Central,Beauty,Mobile App,3,At-Risk / Occasional
CUST00655,39,104093.17,23,119.47,2747.87,8,49,0.186,3,4,Male,Central,Electronics,In-Store,0,High-Value Loyalists
CUST00656,61,55983.11,6,23.54,141.26,26,53,0.845,1,2,Male,East,Home & Garden,In-Store,2,Budget Shoppers
CUST00657,50,82291.63,29,168.96,4899.81,1,77,0.097,1,4,Male,East,Sports,In-Store,0,High-Value Loyalists
CUST00658,34,99901.66,23,182.96,4207.98,18,52,0.22,3,4,Male,Central,Fashion,Mobile App,0,High-Value Loyalists
CUST00659,18,83392.68,1,79.94,79.94,73,1,0.361,0,1,Female,West,Groceries,Mobile App,3,At-Risk / Occasional
CUST00660,51,59093.29,3,27.2,81.61,216,2,0.27,0,3,Male,North,Beauty,In-Store,3,At-Risk / Occasional
CUST00661,58,114818.93,21,138.95,2918.04,7,48,0.178,2,4,Male,West,Electronics,In-Store,0,High-Value Loyalists
CUST00662,26,27194.5,20,25.05,500.97,17,28,0.347,0,2,Female,South,Fashion,In-Store,1,Young Trend Seekers
CUST00663,32,23032.32,1,73.67,73.67,27,23,0.728,0,3,Male,West,Toys,Online,2,Budget Shoppers
CUST00664,47,30879.98,7,24.49,171.41,20,25,0.653,1,3,Male,East,Groceries,Online,2,Budget Shoppers
CUST00665,70,28494.65,8,14.36,114.9,49,28,0.595,0,3,Female,East,Books,In-Store,2,Budget Shoppers
CUST00666,44,39183.64,4,34.94,139.76,2,44,0.576,1,3,Male,North,Books,In-Store,2,Budget Shoppers
CUST00667,44,38428.45,10,40.2,401.97,16,35,0.856,0,5,Female,West,Groceries,In-Store,2,Budget Shoppers
CUST00668,45,39948.86,5,20.88,104.42,33,23,0.977,0,2,Male,West,Home & Garden,Online,2,Budget Shoppers
CUST00669,52,38640.56,7,24.47,171.3,4,24,0.693,0,3,Male,East,Home & Garden,In-Store,2,Budget Shoppers
CUST00670,33,94074.72,21,136.93,2875.43,8,86,0.377,0,3,Male,Central,Electronics,Mobile App,0,High-Value Loyalists
